"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","mobilite_educ","age_cat"
559,"AT",0.1028441,"2","2","2",2,2,2,2,48,"C","C_OQ_M","2_2_M","41-65"
563,"AT",0.32221353,"3","3","2",3,3,2,2,54,"C","C_C_M","3_3_M","41-65"
564,"AT",0.20800549,"2","2","1",2,2,1,2,89,"OQ","OQ_OQ_M","2_2_M",">65"
568,"AT",0.18365827,"5","5","3",5,5,3,2,35,"C","C_C_M","5_5_M","26-40"
573,"BE",0.38113728,"5","5","2",5,5,2,2,60,"PI","PI_C_M","5_5_M","41-65"
575,"BE",0.66404945,"2","1","1",2,1,1,2,42,"C","C_OQ_M","2_1_M","41-65"
577,"BE",0.3788525,"3","3","3",3,3,3,1,32,"C","C_OQ_F","3_3_F","26-40"
579,"AT",0.3743938,"2","2","2",2,2,2,2,63,"OQ","OQ_OQ_M","2_2_M","41-65"
580,"BE",0.7937718,"1","1","1",1,1,1,2,70,"OQ","OQ_ONQ_M","1_1_M",">65"
581,"AT",0.2793701,"3","3","2",3,3,2,1,73,"C","C_OQ_F","3_2_F",">65"
582,"BE",0.33119136,"5","5","5",5,5,5,2,31,"C","C_C_M","5_5_M","26-40"
583,"AT",0.3183479,"3","3","3",3,3,3,1,24,"ONQ","ONQ_C_F","3_3_F","14-25"
588,"BE",0.31884983,"5","2","2",5,2,2,2,37,"OQ","OQ_OQ_M","5_2_M","26-40"
589,"BE",0.3647349,"3","5","5",3,5,5,1,49,"OQ","OQ_C_F","3_5_F","41-65"
590,"AT",0.20757669,"3","3","3",3,3,3,2,43,"PI","PI_OQ_M","3_3_M","41-65"
597,"AT",0.25340974,"3","2","2",3,2,2,2,32,"PI","PI_OQ_M","3_2_M","26-40"
600,"BE",0.31884983,"5","3","3",5,3,3,2,37,"C","C_OQ_M","5_3_M","26-40"
605,"AT",0.20745198,"3","2","2",3,2,2,2,35,"PI","PI_PI_M","3_2_M","26-40"
606,"BE",0.33119136,"5","3","1",5,3,1,2,30,"C","C_OQ_M","5_3_M","26-40"
607,"AT",0.33792442,"3","3","2",3,3,2,2,62,"PI","PI_OQ_M","3_3_M","41-65"
608,"BE",0.3788525,"3","1","3",3,1,3,1,29,"PI","PI_OQ_F","3_3_F","26-40"
612,"BE",0.35475767,"3","1","1",3,1,1,2,39,"ONQ","ONQ_ONQ_M","3_1_M","26-40"
617,"BE",0.70915115,"2","5","3",2,5,3,1,17,"OQ","OQ_ONQ_F","2_3_F","14-25"
618,"BE",0.66404945,"2","3","3",2,3,3,2,39,"C","C_PI_M","2_3_M","26-40"
619,"BE",0.36848906,"3","2","1",3,2,1,2,34,"PI","PI_PI_M","3_2_M","26-40"
620,"BE",0.36848906,"3","1","1",3,1,1,2,34,"OQ","OQ_ONQ_M","3_1_M","26-40"
623,"AT",0.32050398,"3","3","4",3,3,4,1,28,"C","C_C_F","3_4_F","26-40"
624,"AT",0.28746602,"2","5","3",2,5,3,2,22,"C","C_OQ_M","2_5_M","14-25"
628,"BE",0.34050584,"5","5","5",5,5,5,1,22,"C","C_PI_F","5_5_F","14-25"
629,"BE",0.81609595,"2","1","2",2,1,2,1,55,"PI","PI_OQ_F","2_2_F","41-65"
634,"BE",0.36848906,"3","2","2",3,2,2,2,28,"C","C_OQ_M","3_2_M","26-40"
642,"BE",0.33119136,"5","3","3",5,3,3,2,32,"PI","PI_PI_M","5_3_M","26-40"
643,"AT",0.280075,"2","3","2",2,3,2,2,43,"OQ","OQ_PI_M","2_3_M","41-65"
645,"AT",0.37765396,"2","2","1",2,2,1,2,62,"OQ","OQ_ONQ_M","2_2_M","41-65"
648,"AT",0.37765396,"2","2","2",2,2,2,2,61,"A","OQ_OQ_M","2_2_M","41-65"
649,"AT",0.37696972,"2","2","2",2,2,2,2,55,"OQ","OQ_ONQ_M","2_2_M","41-65"
650,"AT",0.21099058,"2","1","1",2,1,1,1,66,"ONQ","ONQ_ONQ_F","2_1_F",">65"
651,"AT",0.18638502,"2","2","2",2,2,2,2,52,"PI","PI_ONQ_M","2_2_M","41-65"
653,"AT",0.1946499,"3","4","3",3,4,3,2,36,"OQ","OQ_PI_M","3_4_M","26-40"
657,"AT",0.37696972,"2","3","3",2,3,3,2,58,"OQ","OQ_ONQ_M","2_3_M","41-65"
658,"BE",0.33119136,"5","3","3",5,3,3,2,33,"C","C_OQ_M","5_3_M","26-40"
661,"BE",0.7937718,"1","2","1",1,2,1,2,89,"OQ","OQ_C_M","1_2_M",">65"
663,"BE",0.34050584,"5","5","2",5,5,2,1,33,"C","C_PI_F","5_2_F","26-40"
667,"AT",0.3918602,"3","2","2",3,2,2,1,33,"C","C_OQ_F","3_2_F","26-40"
669,"BE",0.3788525,"3","3","3",3,3,3,1,23,"OQ","OQ_PI_F","3_3_F","14-25"
670,"AT",0.22924447,"3","2","2",3,2,2,1,66,"C","C_OQ_F","3_2_F",">65"
673,"AT",0.17095956,"3","2","2",3,2,2,2,70,"C","C_C_M","3_2_M",">65"
676,"AT",0.19457023,"5","2","2",5,2,2,1,71,"C","C_PI_F","5_2_F",">65"
680,"AT",0.13737722,"3","5","2",3,5,2,1,46,"PI","PI_PI_F","3_2_F","41-65"
684,"AT",0.17095956,"3","2","3",3,2,3,2,78,"C","C_PI_M","3_2_M",">65"
686,"AT",0.107641906,"5","5","5",5,5,5,2,46,"C","C_C_M","5_5_M","41-65"
688,"AT",0.17099342,"3","5","3",3,5,3,2,65,"OQ","OQ_C_M","3_5_M","41-65"
691,"AT",0.59615564,"2","3","3",2,3,3,1,21,"OQ","OQ_OQ_F","2_3_F","14-25"
695,"BE",0.34050584,"5","5","5",5,5,5,1,22,"PI","PI_C_F","5_5_F","14-25"
696,"BE",0.68272525,"2","3","2",2,3,2,1,41,"OQ","OQ_ONQ_F","2_2_F","41-65"
705,"AT",0.46106368,"5","2","2",5,2,2,2,48,"PI","PI_OQ_M","5_2_M","41-65"
706,"BE",0.35454217,"3","1","1",3,1,1,2,72,"C","C_OQ_M","3_1_M",">65"
709,"BE",0.5704033,"2","2","1",2,2,1,2,49,"ONQ","ONQ_OQ_M","2_2_M","41-65"
710,"AT",0.3269221,"3","3","2",3,3,2,2,66,"ONQ","ONQ_OQ_M","3_3_M",">65"
711,"BE",0.36175063,"5","5","5",5,5,5,2,30,"C","C_C_M","5_5_M","26-40"
712,"BE",0.36048934,"5","3","3",5,3,3,2,35,"C","C_C_M","5_3_M","26-40"
715,"AT",0.10035922,"3","3","2",3,3,2,2,38,"C","C_PI_M","3_3_M","26-40"
716,"AT",0.19217597,"2","3","3",2,3,3,2,35,"PI","PI_OQ_M","2_3_M","26-40"
717,"AT",0.26270333,"3","5","3",3,5,3,1,43,"C","C_PI_F","3_3_F","41-65"
718,"AT",0.20580041,"5","5","4",5,5,4,2,36,"C","C_C_M","5_5_M","26-40"
720,"AT",0.3720722,"5","4","3",5,4,3,1,63,"C","C_PI_F","5_3_F","41-65"
721,"BE",0.36175063,"5","2","1",5,2,1,2,29,"OQ","OQ_PI_M","5_2_M","26-40"
724,"AT",0.40135372,"3","2","2",3,2,2,2,38,"PI","PI_OQ_M","3_2_M","26-40"
725,"AT",0.5928603,"2","2","2",2,2,2,2,25,"A","OQ_ONQ_M","2_2_M","14-25"
728,"AT",0.2175235,"2","1","1",2,1,1,1,76,"ONQ","ONQ_ONQ_F","2_1_F",">65"
730,"AT",0.5928603,"2","2","2",2,2,2,2,33,"OQ","OQ_OQ_M","2_2_M","26-40"
732,"AT",0.24498643,"3","5","2",3,5,2,2,25,"C","C_C_M","3_5_M","14-25"
736,"AT",0.18612632,"2","2","2",2,2,2,2,41,"C","C_PI_M","2_2_M","41-65"
740,"AT",0.09720026,"3","2","2",3,2,2,2,40,"PI","PI_ONQ_M","3_2_M","26-40"
742,"BE",0.35454217,"3","1","1",3,1,1,2,67,"PI","PI_PI_M","3_1_M",">65"
743,"AT",0.25443348,"3","3","3",3,3,3,1,38,"C","C_PI_F","3_3_F","26-40"
744,"AT",0.23729889,"3","3","3",3,3,3,2,33,"PI","PI_PI_M","3_3_M","26-40"
747,"BE",0.48383397,"2","1","1",2,1,1,1,33,"OQ","OQ_ONQ_F","2_1_F","26-40"
748,"AT",0.1414119,"3","2","2",3,2,2,1,27,"OQ","OQ_PI_F","3_2_F","26-40"
749,"BE",0.3593399,"3","2","2",3,2,2,2,44,"C","C_ONQ_M","3_2_M","41-65"
750,"AT",0.26414996,"5","2","2",5,2,2,2,52,"PI","PI_ONQ_M","5_2_M","41-65"
754,"AT",0.41109776,"2","2","2",2,2,2,2,40,"PI","PI_PI_M","2_2_M","26-40"
755,"BE",0.36048934,"5","5","5",5,5,5,2,35,"C","C_C_M","5_5_M","26-40"
756,"AT",0.33718625,"3","2","2",3,2,2,1,52,"C","C_ONQ_F","3_2_F","41-65"
757,"BE",0.36175063,"5","3","2",5,3,2,2,24,"C","C_OQ_M","5_3_M","14-25"
760,"AT",0.24686165,"2","3","2",2,3,2,2,41,"C","C_OQ_M","2_3_M","41-65"
761,"AT",0.16457443,"2","2","2",2,2,2,2,45,"ONQ","ONQ_C_M","2_2_M","41-65"
764,"BE",0.56278753,"2","1","3",2,1,3,2,56,"OQ","OQ_OQ_M","2_1_M","41-65"
770,"AT",0.48187009,"2","3","3",2,3,3,1,22,"PI","PI_PI_F","2_3_F","14-25"
771,"BE",0.3037406,"3","3","1",3,3,1,1,52,"PI","PI_C_F","3_1_F","41-65"
772,"AT",0.2190739,"2","2","2",2,2,2,2,78,"C","C_OQ_M","2_2_M",">65"
773,"AT",0.435043,"5","3","2",5,3,2,1,46,"C","C_C_F","5_2_F","41-65"
783,"AT",0.7414834,"3","1","2",3,1,2,1,43,"OQ","OQ_ONQ_F","3_2_F","41-65"
784,"BE",0.3605972,"3","1","1",3,1,1,2,26,"OQ","OQ_OQ_M","3_1_M","26-40"
785,"AT",0.18655284,"3","3","2",3,3,2,1,26,"PI","PI_PI_F","3_2_F","26-40"
787,"BE",0.36175063,"5","3","2",5,3,2,2,31,"C","C_OQ_M","5_3_M","26-40"
790,"BE",0.3605972,"3","1","5",3,1,5,2,29,"OQ","OQ_ONQ_M","3_1_M","26-40"
791,"AT",0.14421019,"2","2","2",2,2,2,1,45,"PI","PI_OQ_F","2_2_F","41-65"
792,"AT",0.66942376,"2","3","3",2,3,3,2,21,"OQ","OQ_OQ_M","2_3_M","14-25"
795,"AT",0.45133176,"3","2","2",3,2,2,1,48,"OQ","OQ_PI_F","3_2_F","41-65"
796,"BE",0.3037406,"3","1","2",3,1,2,1,38,"A","OQ_ONQ_F","3_2_F","26-40"
797,"AT",0.24915658,"3","3","2",3,3,2,1,64,"C","C_OQ_F","3_2_F","41-65"
798,"AT",0.33016378,"2","2","2",2,2,2,2,44,"ONQ","ONQ_ONQ_M","2_2_M","41-65"
800,"AT",0.2104813,"3","2","2",3,2,2,2,32,"OQ","OQ_ONQ_M","3_2_M","26-40"
801,"AT",0.33016378,"2","2","2",2,2,2,2,43,"C","C_OQ_M","2_2_M","41-65"
802,"AT",0.17241251,"3","2","2",3,2,2,2,43,"C","C_OQ_M","3_2_M","41-65"
803,"BE",0.3605972,"3","3","3",3,3,3,2,26,"OQ","OQ_ONQ_M","3_3_M","26-40"
805,"AT",0.21050666,"3","3","2",3,3,2,2,30,"C","C_OQ_M","3_3_M","26-40"
806,"AT",0.24483015,"2","4","4",2,4,4,1,23,"OQ","OQ_C_F","2_4_F","14-25"
807,"AT",0.2839532,"3","3","3",3,3,3,1,26,"C","C_PI_F","3_3_F","26-40"
808,"AT",0.2257067,"3","2","2",3,2,2,1,43,"C","C_OQ_F","3_2_F","41-65"
809,"AT",0.4983732,"3","2","2",3,2,2,1,62,"A","OQ_C_F","3_2_F","41-65"
813,"BE",0.36048934,"5","2","2",5,2,2,2,49,"C","C_OQ_M","5_2_M","41-65"
816,"AT",0.18690892,"2","2","2",2,2,2,1,73,"OQ","OQ_OQ_F","2_2_F",">65"
818,"AT",0.34490815,"3","4","2",3,4,2,2,43,"PI","PI_OQ_M","3_4_M","41-65"
819,"AT",0.21053204,"3","3","2",3,3,2,2,25,"PI","PI_C_M","3_3_M","14-25"
820,"AT",0.28091535,"3","3","2",3,3,2,2,56,"PI","PI_ONQ_M","3_3_M","41-65"
821,"AT",0.08622704,"3","3","2",3,3,2,2,54,"PI","PI_C_M","3_3_M","41-65"
825,"AT",0.5263301,"3","3","2",3,3,2,2,23,"C","C_PI_M","3_3_M","14-25"
826,"BE",0.30480337,"3","2","2",3,2,2,1,31,"OQ","OQ_ONQ_F","3_2_F","26-40"
827,"BE",0.3605972,"3","5","5",3,5,5,2,19,"C","C_C_M","3_5_M","14-25"
831,"BE",0.48383397,"1","2","1",1,2,1,1,23,"OQ","OQ_OQ_F","1_1_F","14-25"
836,"BE",0.30577832,"5","5","5",5,5,5,1,30,"C","C_C_F","5_5_F","26-40"
840,"BE",0.30471218,"5","2","1",5,2,1,1,41,"C","C_OQ_F","5_1_F","41-65"
841,"AT",0.33482042,"2","1","1",2,1,1,2,45,"A","OQ_OQ_M","2_1_M","41-65"
843,"AT",0.116548866,"3","3","3",3,3,3,2,35,"C","C_OQ_M","3_3_M","26-40"
844,"AT",0.116548866,"3","2","2",3,2,2,2,36,"OQ","OQ_OQ_M","3_2_M","26-40"
845,"AT",0.33482042,"2","2","2",2,2,2,2,48,"A","OQ_ONQ_M","2_2_M","41-65"
847,"AT",0.23311852,"3","3","3",3,3,3,2,40,"C","C_PI_M","3_3_M","26-40"
848,"BE",0.3605972,"3","5","2",3,5,2,2,32,"C","C_C_M","3_5_M","26-40"
849,"AT",0.23311852,"3","2","2",3,2,2,2,40,"C","C_OQ_M","3_2_M","26-40"
850,"BE",0.3593399,"3","2","3",3,2,3,2,35,"C","C_PI_M","3_2_M","26-40"
852,"AT",0.37973335,"3","2","2",3,2,2,2,67,"PI","PI_ONQ_M","3_2_M",">65"
853,"AT",0.18984975,"3","5","3",3,5,3,2,56,"PI","PI_C_M","3_5_M","41-65"
857,"BE",0.36048934,"5","5","5",5,5,5,2,37,"C","C_C_M","5_5_M","26-40"
860,"AT",0.32135922,"5","2","2",5,2,2,2,25,"PI","PI_OQ_M","5_2_M","14-25"
861,"AT",0.11160017,"2","2","2",2,2,2,2,37,"OQ","OQ_ONQ_M","2_2_M","26-40"
862,"AT",0.33685392,"3","2","2",3,2,2,1,81,"C","C_OQ_F","3_2_F",">65"
863,"AT",0.14228293,"3","3","3",3,3,3,2,22,"C","C_OQ_M","3_3_M","14-25"
864,"AT",0.4514299,"2","2","2",2,2,2,2,61,"OQ","OQ_C_M","2_2_M","41-65"
870,"AT",0.14551152,"3","2","2",3,2,2,1,67,"PI","PI_PI_F","3_2_F",">65"
871,"AT",0.32803926,"3","2","2",3,2,2,2,63,"OQ","OQ_PI_M","3_2_M","41-65"
873,"AT",0.12292453,"3","5","3",3,5,3,2,28,"C","C_OQ_M","3_5_M","26-40"
875,"AT",0.12292453,"3","4","2",3,4,2,2,23,"C","C_PI_M","3_4_M","14-25"
880,"BE",0.36175063,"5","5","5",5,5,5,2,31,"C","C_C_M","5_5_M","26-40"
882,"AT",0.21271399,"3","3","3",3,3,3,2,28,"C","C_PI_M","3_3_M","26-40"
883,"BE",0.5704033,"1","1","1",1,1,1,2,54,"ONQ","ONQ_ONQ_M","1_1_M","41-65"
884,"AT",0.5061682,"2","3","2",2,3,2,2,60,"OQ","OQ_OQ_M","2_3_M","41-65"
888,"AT",0.1742414,"3","2","3",3,2,3,2,40,"C","C_OQ_M","3_2_M","26-40"
891,"AT",0.3715314,"3","3","5",3,3,5,1,34,"PI","PI_C_F","3_5_F","26-40"
892,"AT",0.27543214,"3","2","2",3,2,2,2,32,"PI","PI_PI_M","3_2_M","26-40"
896,"AT",0.2953202,"3","3","3",3,3,3,1,35,"PI","PI_C_F","3_3_F","26-40"
897,"BE",0.3037406,"3","1","1",3,1,1,1,54,"PI","PI_ONQ_F","3_1_F","41-65"
898,"AT",0.3675123,"3","3","2",3,3,2,2,60,"C","C_OQ_M","3_3_M","41-65"
900,"AT",0.55126846,"3","5","3",3,5,3,2,63,"PI","PI_C_M","3_5_M","41-65"
903,"BE",0.36048934,"5","2","2",5,2,2,2,43,"PI","PI_OQ_M","5_2_M","41-65"
906,"AT",0.31331304,"3","3","2",3,3,2,2,60,"C","C_OQ_M","3_3_M","41-65"
907,"BE",0.3593399,"3","3","1",3,3,1,2,45,"ONQ","ONQ_OQ_M","3_3_M","41-65"
911,"BE",0.56278753,"2","1","1",2,1,1,2,66,"OQ","OQ_OQ_M","2_1_M",">65"
914,"AT",0.42294684,"3","1","2",3,1,2,2,46,"A","OQ_ONQ_M","3_1_M","41-65"
916,"AT",0.25377643,"3","3","3",3,3,3,2,39,"C","C_PI_M","3_3_M","26-40"
917,"AT",0.50753206,"3","2","3",3,2,3,2,44,"OQ","OQ_OQ_M","3_2_M","41-65"
921,"AT",0.16917042,"3","3","2",3,3,2,2,49,"C","C_PI_M","3_3_M","41-65"
923,"BE",0.30577832,"5","2","2",5,2,2,1,25,"C","C_C_F","5_2_F","14-25"
925,"BE",0.56278753,"1","1","1",1,1,1,2,79,"OQ","OQ_OQ_M","1_1_M",">65"
926,"AT",0.17368472,"5","4","2",5,4,2,2,48,"PI","PI_OQ_M","5_4_M","41-65"
929,"AT",0.16401362,"1","2","1",1,2,1,2,77,"A","OQ_OQ_M","1_2_M",">65"
931,"BE",0.36048934,"5","5","3",5,5,3,2,37,"OQ","OQ_C_M","5_5_M","26-40"
933,"AT",0.16401362,"2","2","2",2,2,2,2,79,"C","C_OQ_M","2_2_M",">65"
934,"BE",0.35454217,"3","1","1",3,1,1,2,59,"C","C_OQ_M","3_1_M","41-65"
935,"BE",0.48214695,"2","1","1",2,1,1,1,41,"OQ","OQ_OQ_F","2_1_F","41-65"
938,"AT",0.32409424,"2","3","3",2,3,3,2,41,"OQ","OQ_OQ_M","2_3_M","41-65"
942,"AT",0.16923277,"3","2","2",3,2,2,2,44,"OQ","OQ_OQ_M","3_2_M","41-65"
944,"AT",0.22151735,"3","2","3",3,2,3,1,50,"C","C_C_F","3_3_F","41-65"
946,"AT",0.41351902,"3","3","2",3,3,2,2,65,"C","C_OQ_M","3_3_M","41-65"
947,"BE",0.3605972,"3","3","1",3,3,1,2,34,"C","C_OQ_M","3_3_M","26-40"
951,"AT",0.40669486,"3","2","2",3,2,2,2,45,"OQ","OQ_OQ_M","3_2_M","41-65"
952,"AT",0.29205495,"2","3","2",2,3,2,2,35,"C","C_OQ_M","2_3_M","26-40"
954,"AT",0.24823397,"3","2","2",3,2,2,2,27,"C","C_C_M","3_2_M","26-40"
955,"BE",0.30480337,"3","2","5",3,2,5,1,21,"C","C_PI_F","3_5_F","14-25"
956,"AT",0.12940957,"2","2","2",2,2,2,1,45,"OQ","OQ_OQ_F","2_2_F","41-65"
958,"BE",0.56278753,"1","1","1",1,1,1,2,67,"OQ","OQ_OQ_M","1_1_M",">65"
959,"BE",0.5723991,"1","3","2",1,3,2,2,32,"OQ","OQ_OQ_M","1_3_M","26-40"
960,"BE",0.3605972,"3","5","1",3,5,1,2,22,"C","C_C_M","3_5_M","14-25"
962,"AT",0.20857084,"5","4","3",5,4,3,2,51,"PI","PI_C_M","5_4_M","41-65"
963,"BE",0.3593399,"3","1","2",3,1,2,2,40,"C","C_OQ_M","3_1_M","26-40"
966,"AT",0.20339939,"3","2","2",3,2,2,2,48,"PI","PI_OQ_M","3_2_M","41-65"
971,"BE",0.30480337,"3","5","2",3,5,2,1,29,"OQ","OQ_ONQ_F","3_2_F","26-40"
973,"BE",0.56278753,"1","1","1",1,1,1,2,63,"OQ","OQ_OQ_M","1_1_M","41-65"
975,"BE",0.5704033,"2","1","2",2,1,2,2,39,"C","C_OQ_M","2_1_M","26-40"
976,"AT",0.5085504,"3","2","1",3,2,1,2,41,"A","OQ_OQ_M","3_2_M","41-65"
977,"BE",0.30471218,"5","3","1",5,3,1,1,44,"C","C_OQ_F","5_1_F","41-65"
979,"AT",0.60096484,"2","2","2",2,2,2,2,31,"OQ","OQ_ONQ_M","2_2_M","26-40"
984,"BE",0.3605972,"3","1","3",3,1,3,2,33,"C","C_ONQ_M","3_1_M","26-40"
987,"AT",0.12970056,"2","3","2",2,3,2,1,53,"C","C_ONQ_F","2_2_F","41-65"
988,"BE",0.29968518,"3","2","5",3,2,5,1,55,"OQ","OQ_OQ_F","3_5_F","41-65"
989,"AT",0.16598313,"3","2","2",3,2,2,2,72,"OQ","OQ_OQ_M","3_2_M",">65"
990,"BE",0.36048934,"5","1","1",5,1,1,2,49,"C","C_OQ_M","5_1_M","41-65"
992,"BE",0.5723991,"1","5","5",1,5,5,2,15,"OQ","OQ_C_M","1_5_M","14-25"
995,"BE",0.35567623,"5","1","1",5,1,1,2,65,"OQ","OQ_ONQ_M","5_1_M","41-65"
997,"AT",0.3467429,"2","2","2",2,2,2,2,76,"A","OQ_C_M","2_2_M",">65"
999,"AT",0.44227153,"3","3","3",3,3,3,1,29,"OQ","OQ_PI_F","3_3_F","26-40"
1003,"AT",0.21857479,"3","3","2",3,3,2,2,34,"C","C_OQ_M","3_3_M","26-40"
1004,"AT",0.34287998,"2","2","2",2,2,2,2,39,"PI","PI_PI_M","2_2_M","26-40"
1005,"BE",0.30577832,"5","5","2",5,5,2,1,32,"PI","PI_OQ_F","5_2_F","26-40"
1006,"AT",0.7371078,"3","3","3",3,3,3,1,18,"OQ","OQ_PI_F","3_3_F","14-25"
1007,"AT",0.18359435,"5","5","1",5,5,1,2,46,"C","C_C_M","5_5_M","41-65"
1008,"AT",0.25716993,"2","2","2",2,2,2,2,41,"OQ","OQ_ONQ_M","2_2_M","41-65"
1009,"AT",0.41866338,"2","2","2",2,2,2,1,27,"OQ","OQ_OQ_F","2_2_F","26-40"
1012,"AT",0.20158084,"5","3","2",5,3,2,2,45,"PI","PI_PI_M","5_3_M","41-65"
1014,"AT",0.47995117,"3","3","2",3,3,2,2,24,"C","C_OQ_M","3_3_M","14-25"
1015,"BE",0.36175063,"5","5","2",5,5,2,2,33,"C","C_C_M","5_5_M","26-40"
1017,"BE",0.3605972,"3","5","5",3,5,5,2,19,"OQ","OQ_C_M","3_5_M","14-25"
1022,"AT",0.21319827,"2","2","2",2,2,2,1,69,"OQ","OQ_PI_F","2_2_F",">65"
1023,"BE",0.56278753,"1","1","1",1,1,1,2,70,"OQ","OQ_OQ_M","1_1_M",">65"
1025,"AT",0.5330182,"2","2","2",2,2,2,1,70,"A","OQ_OQ_F","2_2_F",">65"
1028,"AT",0.3601727,"3","2","2",3,2,2,2,31,"C","C_ONQ_M","3_2_M","26-40"
1029,"AT",0.24011512,"3","3","2",3,3,2,2,22,"C","C_OQ_M","3_3_M","14-25"
1033,"AT",0.27917776,"2","3","3",2,3,3,1,20,"PI","PI_C_F","2_3_F","14-25"
1036,"AT",0.8713622,"2","2","3",2,2,3,2,19,"C","C_PI_M","2_2_M","14-25"
1039,"AT",0.41878143,"2","3","3",2,3,3,1,22,"PI","PI_PI_F","2_3_F","14-25"
1041,"BE",0.30577832,"5","3","3",5,3,3,1,27,"C","C_PI_F","5_3_F","26-40"
1045,"BE",0.5704033,"1","1","1",1,1,1,2,51,"ONQ","ONQ_ONQ_M","1_1_M","41-65"
1046,"BE",0.56278753,"1","1","1",1,1,1,2,65,"OQ","OQ_OQ_M","1_1_M","41-65"
1052,"BE",1.2122594,"3","1","3",3,1,3,1,36,"C","C_PI_F","3_3_F","26-40"
1057,"AT",0.16427326,"3","3","3",3,3,3,1,28,"OQ","OQ_PI_F","3_3_F","26-40"
1059,"AT",0.16427326,"3","3","2",3,3,2,1,25,"OQ","OQ_PI_F","3_2_F","14-25"
1061,"AT",0.12696263,"2","3","2",2,3,2,1,53,"OQ","OQ_OQ_F","2_2_F","41-65"
1062,"BE",0.502384,"5","5","5",5,5,5,2,33,"C","C_C_M","5_5_M","26-40"
1063,"AT",0.28829002,"3","3","3",3,3,3,1,56,"PI","PI_OQ_F","3_3_F","41-65"
1064,"AT",0.60886335,"3","3","3",3,3,3,2,31,"C","C_OQ_M","3_3_M","26-40"
1065,"BE",0.3593399,"3","1","1",3,1,1,2,50,"C","C_PI_M","3_1_M","41-65"
1066,"BE",0.3593399,"3","1","2",3,1,2,2,41,"C","C_OQ_M","3_1_M","41-65"
1067,"BE",0.30480337,"3","3","2",3,3,2,1,21,"C","C_OQ_F","3_2_F","14-25"
1068,"AT",0.21623945,"2","2","2",2,2,2,1,59,"OQ","OQ_ONQ_F","2_2_F","41-65"
1069,"AT",0.3182591,"3","3","3",3,3,3,2,34,"OQ","OQ_C_M","3_3_M","26-40"
1070,"AT",0.22747491,"3","3","3",3,3,3,1,35,"C","C_OQ_F","3_3_F","26-40"
1072,"AT",0.33655998,"2","3","2",2,3,2,2,55,"OQ","OQ_OQ_M","2_3_M","41-65"
1073,"BE",0.56278753,"2","1","3",2,1,3,2,77,"OQ","OQ_OQ_M","2_1_M",">65"
1074,"AT",0.3564266,"5","5","2",5,5,2,2,48,"C","C_C_M","5_5_M","41-65"
1075,"BE",0.36048934,"5","2","2",5,2,2,2,46,"C","C_PI_M","5_2_M","41-65"
1076,"BE",0.30577832,"5","3","3",5,3,3,1,24,"C","C_PI_F","5_3_F","14-25"
1077,"AT",0.28308198,"3","3","2",3,3,2,2,74,"C","C_C_M","3_3_M",">65"
1080,"AT",0.22747491,"3","2","2",3,2,2,1,42,"C","C_ONQ_F","3_2_F","41-65"
1083,"BE",0.30471218,"5","1","1",5,1,1,1,48,"C","C_ONQ_F","5_1_F","41-65"
1086,"BE",0.48214695,"2","2","2",2,2,2,1,45,"C","C_PI_F","2_2_F","41-65"
1087,"BE",0.3037406,"3","1","2",3,1,2,1,50,"PI","PI_ONQ_F","3_2_F","41-65"
1090,"BE",0.3593399,"3","2","2",3,2,2,2,49,"C","C_OQ_M","3_2_M","41-65"
1091,"BE",0.3605972,"3","3","2",3,3,2,2,22,"C","C_OQ_M","3_3_M","14-25"
1092,"BE",0.56278753,"2","1","1",2,1,1,2,66,"C","C_OQ_M","2_1_M",">65"
1093,"BE",0.30471218,"5","3","3",5,3,3,1,36,"C","C_PI_F","5_3_F","26-40"
1094,"AT",0.15241931,"5","5","4",5,5,4,1,26,"C","C_C_F","5_4_F","26-40"
1101,"AT",0.28721565,"3","3","2",3,3,2,2,47,"C","C_PI_M","3_3_M","41-65"
1102,"AT",0.18797557,"3","2","3",3,2,3,1,36,"OQ","OQ_PI_F","3_3_F","26-40"
1103,"AT",0.1390594,"2","5","2",2,5,2,2,65,"OQ","OQ_OQ_M","2_5_M","41-65"
1104,"BE",0.3037406,"3","3","3",3,3,3,1,42,"PI","PI_C_F","3_3_F","41-65"
1105,"BE",0.36175063,"5","2","2",5,2,2,2,31,"C","C_C_M","5_2_M","26-40"
1107,"AT",0.2748214,"2","3","2",2,3,2,2,40,"C","C_OQ_M","2_3_M","26-40"
1108,"AT",0.1374107,"2","2","3",2,2,3,2,47,"OQ","OQ_OQ_M","2_2_M","41-65"
1110,"AT",0.1389789,"2","3","2",2,3,2,2,64,"PI","PI_PI_M","2_3_M","41-65"
1114,"BE",0.30471218,"5","5","3",5,5,3,1,43,"C","C_PI_F","5_3_F","41-65"
1116,"AT",0.1389789,"2","2","2",2,2,2,2,78,"ONQ","ONQ_OQ_M","2_2_M",">65"
1117,"BE",0.4757096,"1","1","1",1,1,1,1,63,"A","OQ_OQ_F","1_1_F","41-65"
1118,"AT",0.20215243,"3","3","2",3,3,2,2,49,"C","C_OQ_M","3_3_M","41-65"
1119,"BE",0.3593399,"3","3","1",3,3,1,2,49,"C","C_OQ_M","3_3_M","41-65"
